Position(bp)  Rate(cM/Mb)     Map(cM)
    30034776     0.723924   42.194393
    30035122     0.641989   42.194643
    30035170     0.641989   42.194674
    30039868     0.749746   42.197690
    30041937     0.952203   42.199241
    30042360     0.966966   42.199644
    30042480     0.986555   42.199760
    30042530     0.999100   42.199809
    30042972     0.129504   42.200251
    30045738     0.128856   42.200609
    30047920     0.123761   42.200890
    30048155     0.120329   42.200920
    30048217     0.115822   42.200927
    30048549     0.112214   42.200965
    30051417     0.112213   42.201287
    30053751     0.185138   42.201549
    30054997     0.696598   42.201780
    30055593     0.712567   42.202195
    30055826     0.445193   42.202361
    30055943     0.294698   42.202413
    30055988     0.144812   42.202426
    30056946     0.144812   42.202565
    30062591     0.144911   42.203383
    30065360     0.598043   42.203784
    30068774     0.598043   42.205826
    30069074     0.672571   42.206005
    30069324     0.828314   42.206173
    30069776     0.828296   42.206548
    30070567     0.828346   42.207203
    30073170     0.828362   42.209359
    30074387     0.828362   42.210367
    30075897     0.828362   42.211618
    30079467     0.851528   42.214575
    30079729     0.842887   42.214798
    30081985     0.842852   42.216700
    30083423     0.842852   42.217912
    30089664     0.842748   42.223172
    30090714     0.842646   42.224057
    30093306     0.814922   42.226241
    30093988     0.814600   42.226797
    30095290     0.798295   42.227857
    30095893     0.781089   42.228339
    30095915     0.780645   42.228356
    30105540     1.742655   42.235870
    30105845     1.851730   42.236401
    30106812     1.760106   42.238192
    30107280     1.683391   42.239016
    30107364     1.678277   42.239157
    30107551     1.674074   42.239471
    30108255     1.376370   42.240649
    30108411     1.010298   42.240864
    30109869     0.340449   42.242337
    30111359     0.317718   42.242844
    30111508     0.296146   42.242892
    30116653     3.560721   42.244415
    30118982     3.850060   42.252708
    30119729     6.755268   42.255584
    30119777     8.647001   42.255909
    30119837     8.743234   42.256427
    30125243     1.389747   42.303693
    30128570     0.900198   42.308317
    30130355     0.437401   42.309924
    30133355     0.453367   42.311236
    30133623     0.480760   42.311358
    30135444     0.492016   42.312233
    30136321     0.492015   42.312664
    30137280     0.492217   42.313136
    30138097     0.498034   42.313538
    30139299     8.688129   42.314137
    30140680     1.152922   42.326135
    30143437     0.529373   42.329314
    30144770     0.418082   42.330020
    30145016     0.359544   42.330122
    30146271     0.185575   42.330574
    30148929     0.120644   42.331067
    30150946     0.123576   42.331310
    30153075     0.131310   42.331573
    30153228     0.157711   42.331594
    30153475     0.213662   42.331632
    30153701     0.305189   42.331681
    30153785     0.399177   42.331706
    30155427     0.394502   42.332362
    30156332     0.419340   42.332719
    30160071     0.545637   42.334287
    30162193     0.090917   42.335445
    30164378     0.068992   42.335643
    30166092     0.057183   42.335762
    30170219     0.056127   42.335998
    30171381     1.705696   42.336063
    30171861     1.705696   42.336881
    30176671     0.826503   42.345086
    30178658     0.129456   42.346728
    30181243     0.130856   42.347063
    30183345     0.133565   42.347338
    30183646     0.456061   42.347378
    30186558     0.298160   42.348706
    30187357     0.692562   42.348944
    30187623     1.102313   42.349129
    30188729     1.170055   42.350348
    30191300     4.501041   42.353356
    30191499     4.515166   42.354252
    30191874     0.148174   42.355945
    30194146     0.169278   42.356281
    30196074     0.123047   42.356608
    30196076     1.431116   42.356608
    30196512     0.053065   42.357232
    30199471     0.049850   42.357389
    30199657     0.046697   42.357398
    30200830     0.042536   42.357453
    30201090     0.037854   42.357464
    30201263     0.034184   42.357471
    30201620     0.027999   42.357483
    30202057     0.022596   42.357495
    30202086     0.017823   42.357496
    30202265     0.015680   42.357499
    30202542     0.013978   42.357503
    30203341     0.013762   42.357514
    30203382     0.013689   42.357515
    30203779     0.013560   42.357520
    30204081     0.013557   42.357525
    30204480     0.013602   42.357530
    30204942     0.019314   42.357536
    30205233     0.053516   42.357542
    30205483     0.138863   42.357555
    30205834     0.464280   42.357604
    30207011     0.206963   42.358150
    30207040     0.020246   42.358156
    30207660     0.020265   42.358169
    30209588     0.020442   42.358208
    30209829     0.020442   42.358213
    30209838     0.021097   42.358213
    30210489     0.022510   42.358227
    30210875     0.023441   42.358236
    30212397     0.023441   42.358271
    30212932     0.026438   42.358284
    30214076     0.281540   42.358314
    30214250     0.281540   42.358363
    30215105     0.038751   42.358604
    30216990     0.027797   42.358677
    30219221     0.027629   42.358739
    30221851     0.038488   42.358812
    30222493     0.034878   42.358836
    30222795     0.014515   42.358847
    30223514     0.011470   42.358857
    30225136     0.009336   42.358876
    30227486     0.009164   42.358898
    30230147     0.009179   42.358922
    30232176     0.009311   42.358941
    30232192     0.009487   42.358941
    30232473     0.009851   42.358944
    30232675     0.013435   42.358946
    30233064     0.653179   42.358951
    30233422     0.660465   42.359185
    30234360    28.678729   42.359804
    30234517     2.989175   42.364307
    30235533     4.894096   42.367344
    30236394     4.391113   42.371558
    30236658     0.858920   42.372717
    30236878     0.185424   42.372906
    30237003     0.175738   42.372929
    30237649     0.178748   42.373042
    30237989     0.265368   42.373103
    30238026     0.381978   42.373113
    30238090     0.577946   42.373137
    30238827     0.576771   42.373563
    30238979     0.215206   42.373651
    30240810     0.215524   42.374045
    30241692     0.218947   42.374235
    30241729     0.219626   42.374243
    30241837     0.219329   42.374267
    30242439     0.220928   42.374399
    30242955     0.222200   42.374513
    30242972     0.223366   42.374517
    30243477     0.225134   42.374630
    30245447     1.029837   42.375073
    30251968     2.771995   42.381789
    30252311     0.855800   42.382740
    30252884     0.064878   42.383230
    30253116     0.007770   42.383245
    30254361     0.007770   42.383255
    30254376     0.007766   42.383255
    30254530     0.007733   42.383256
    30255520     0.007733   42.383264
    30256447     0.007734   42.383271
    30256460     0.007741   42.383271
    30257499     0.007741   42.383279
    30257650     0.007741   42.383280
    30258204     0.007788   42.383284
    30259192     0.028210   42.383292
    30259905     0.872172   42.383312
    30261002     0.939382   42.384269
    30261158     1.028005   42.384416
    30263212     0.526033   42.386527
    30265213     0.342701   42.387580
    30265555     0.246816   42.387697
    30266378     0.212827   42.387900
    30266619     0.188076   42.387951
    30267549     0.170120   42.388126
    30268316     0.159615   42.388257
    30269887     0.159615   42.388507
    30270425     0.159979   42.388593
    30271693     0.160209   42.388796
    30272489     0.159968   42.388924
    30272842     0.159880   42.388980
    30276575     0.159957   42.389577
    30277215     0.159957   42.389679
    30277764     0.159982   42.389767
    30277973     0.159945   42.389801
    30279480     0.159914   42.390042
    30283575     0.159974   42.390696
    30287257     0.553408   42.391285
    30287372     8.193917   42.391349
    30289295     3.842228   42.407106
    30290902     3.858475   42.413280
    30293292     3.584566   42.422502
    30293401     3.445680   42.422893
    30294457     0.715615   42.426532
    30294933     0.737373   42.426872
    30295419     0.082874   42.427231
    30295729     0.006827   42.427256
    30295917     0.003170   42.427258
    30296074     0.003167   42.427258
    30296149     0.003167   42.427258
    30296508     0.003165   42.427259
    30296579     0.003134   42.427260
    30297054     0.003126   42.427261
    30297090     0.003126   42.427261
    30297118     0.003124   42.427261
    30297159     0.003124   42.427261
    30297232     0.003124   42.427262
    30297625     0.003121   42.427263
    30297844     0.003121   42.427264
    30298056     0.003121   42.427264
    30298754     0.003121   42.427266
    30301137     0.003121   42.427274
    30301226     0.003121   42.427274
    30301241     0.003121   42.427274
    30301585     0.003121   42.427275
    30301666     0.003121   42.427276
    30301882     0.003145   42.427276
    30301945     0.003145   42.427276
    30301989     0.003167   42.427277
    30302351     0.003169   42.427278
    30302529     0.003201   42.427278
    30302821     0.003430   42.427279
    30302930    46.287597   42.427280
    30303094    46.287597   42.434871
    30303419     0.009817   42.449914
    30303792     0.009651   42.449918
    30303817     0.009621   42.449918
    30303853     0.009544   42.449918
    30304131     0.009284   42.449921
    30304158     0.009201   42.449921
    30304340     0.009201   42.449923
